antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule
frozenset({'20676'}),frozenset({'21238'}),0.02439838642370288,0.023090833217415497,0.01018222284045069,0.4173318129988598,18.073484359330138,1.0,0.009618843768766911,1.6766131883920288,0.9682951654895625,0.2729306487695749,0.4035595050048132,0.42914783421027325,20676,21238,20676 → 21238
frozenset({'21238'}),frozenset({'20676'}),0.023090833217415497,0.02439838642370288,0.01018222284045069,0.44096385542168676,18.073484359330138,1.0,0.009618843768766911,1.7451494380782904,0.9669991417738282,0.2729306487695749,0.42698316936045766,0.42914783421027325,21238,20676,21238 → 20676
frozenset({'20685'}),frozenset({'48138'}),0.04473501182361942,0.044122965641952984,0.01151759632772291,0.25746268656716415,5.835117445559089,1.0,0.00954375493803699,1.2873117849646059,0.8674282569231737,0.1489208633093525,0.22318741141059736,0.25924836724322897,20685,48138,20685 → 48138
frozenset({'48138'}),frozenset({'20685'}),0.044122965641952984,0.04473501182361942,0.01151759632772291,0.2610340479192938,5.835117445559089,1.0,0.00954375493803699,1.2927050095970476,0.8668728443194218,0.1489208633093525,0.2264283091842332,0.25924836724322897,48138,20685,48138 → 20685
frozenset({'20685'}),frozenset({'85099B'}),0.04473501182361942,0.10307414104882459,0.010682987898177771,0.23880597014925373,2.316836868290128,1.0,0.006071964979649187,1.1783143637201716,0.5949941025715699,0.07790626902008521,0.15133004333172845,0.171224847422805,20685,85099B,20685 → 85099B
frozenset({'20685'}),frozenset({'85123A'}),0.04473501182361942,0.14129920712199193,0.010015301154541661,0.22388059701492538,1.5844434061235466,1.0,0.0036942794532713033,1.1064029446697412,0.3861374028016426,0.05689900426742533,0.09617015679717142,0.14738034576085904,20685,85123A,20685 → 85123A
frozenset({'20711'}),frozenset({'20712'}),0.026902211712338295,0.0347475309500626,0.01015440255946585,0.37745604963805585,10.862816416525154,1.0,0.00921961712536624,1.5504969062646006,0.933043784077193,0.19719070772555375,0.3550454722227322,0.3348449183338398,20711,20712,20711 → 20712
frozenset({'20712'}),frozenset({'20711'}),0.0347475309500626,0.026902211712338295,0.01015440255946585,0.29223378702962366,10.862816416525153,1.0,0.00921961712536624,1.3748859022299653,0.9406273195599508,0.19719070772555375,0.27266691848532854,0.3348449183338398,20712,20711,20712 → 20711
frozenset({'20711'}),frozenset({'21931'}),0.026902211712338295,0.05959104186952288,0.013465015996661566,0.500517063081696,8.399199735047414,1.0,0.011861885172128845,1.8827649327374147,0.9052954891598921,0.1843809523809524,0.46886624951843214,0.3632370562840786,20711,21931,20711 → 21931
frozenset({'21931'}),frozenset({'20711'}),0.05959104186952288,0.026902211712338295,0.013465015996661566,0.22595704948646125,8.399199735047414,1.0,0.011861885172128845,1.2571625226249525,0.9367637671163717,0.1843809523809524,0.20455789764397195,0.3632370562840786,21931,20711,21931 → 20711
frozenset({'22386'}),frozenset({'20711'}),0.05911809709278064,0.026902211712338295,0.012268743914313535,0.20752941176470588,7.714213759961068,1.0,0.010678336350292979,1.2279292162181004,0.9250567563907091,0.16635231987929086,0.18562081039174205,0.33178952491027436,22386,20711,22386 → 20711
frozenset({'20711'}),frozenset({'22386'}),0.026902211712338295,0.05911809709278064,0.012268743914313535,0.4560496380558428,7.714213759961068,1.0,0.010678336350292979,1.7297201523028156,0.8944313425905936,0.16635231987929086,0.4218717989330949,0.33178952491027436,20711,22386,20711 → 22386
frozenset({'20711'}),frozenset({'22411'}),0.026902211712338295,0.05692029489497844,0.011155932674920016,0.41468459152016546,7.285355641345233,1.0,0.009624650850926578,1.6112333477677665,0.8865895613188425,0.1535222052067381,0.3793574336172851,0.3053383856916565,20711,22411,20711 → 22411
frozenset({'20711'}),frozenset({'85099B'}),0.026902211712338295,0.10307414104882459,0.01557935735150925,0.5791106514994829,5.618389303144107,1.0,0.012806434986946353,2.1310253208987384,0.844738376367186,0.13618677042801558,0.5307423191113186,0.36512887500750124,20711,85099B,20711 → 85099B
frozenset({'85099C'}),frozenset({'20711'}),0.048240367227709,0.026902211712338295,0.010349144526359716,0.21453287197231835,7.974544036240934,1.0,0.009051371954118943,1.2388778009477277,0.9189305269668971,0.1597252039501932,0.19281788790225235,0.29961390237705887,85099C,20711,85099C → 20711
frozenset({'20711'}),frozenset({'85099C'}),0.026902211712338295,0.048240367227709,0.010349144526359716,0.38469493278179934,7.974544036240933,1.0,0.009051371954118943,1.546809352757656,0.8987801548992086,0.1597252039501932,0.35350791730267395,0.29961390237705887,20711,85099C,20711 → 85099C
frozenset({'20713'}),frozenset({'20712'}),0.031798581165669776,0.0347475309500626,0.011823619418556128,0.37182852143482065,10.700861651701063,1.0,0.010718697235333939,1.5366066464123658,0.9363233350348357,0.21606507371631925,0.34921536208711745,0.35605036960452,20713,20712,20713 → 20712
frozenset({'20712'}),frozenset({'20713'}),0.0347475309500626,0.031798581165669776,0.011823619418556128,0.3402722177742194,10.700861651701063,1.0,0.010718697235333939,1.4675771506360176,0.9391839032131183,0.21606507371631925,0.31860481776605704,0.35605036960452,20712,20713,20712 → 20713
frozenset({'20712'}),frozenset({'21931'}),0.0347475309500626,0.05959104186952288,0.015941021004312144,0.45876701361088873,7.698590244744816,1.0,0.013870379432604421,1.737530752522139,0.9014285033083163,0.20333569907735985,0.424470618118019,0.3631370082060046,20712,21931,20712 → 21931
frozenset({'21931'}),frozenset({'20712'}),0.05959104186952288,0.0347475309500626,0.015941021004312144,0.26750700280112044,7.698590244744815,1.0,0.013870379432604421,1.3177634089897807,0.9252422373986138,0.20333569907735985,0.24113843715950753,0.3631370082060046,21931,20712,21931 → 20712
frozenset({'22386'}),frozenset({'20712'}),0.05911809709278064,0.0347475309500626,0.014438725831130894,0.24423529411764705,7.028853200207224,1.0,0.012384517922690694,1.277186486133946,0.9116226788312601,0.18178633975481612,0.21702898452440691,0.3298838600291998,22386,20712,22386 → 20712
frozenset({'20712'}),frozenset({'22386'}),0.0347475309500626,0.05911809709278064,0.014438725831130894,0.41553242594075257,7.028853200207224,1.0,0.012384517922690694,1.6098102694946808,0.8886061505093733,0.18178633975481612,0.378808783277361,0.3298838600291998,20712,22386,20712 → 22386
frozenset({'20712'}),frozenset({'22411'}),0.0347475309500626,0.05692029489497844,0.01274168869105578,0.366693354683747,6.4422251388598655,1.0,0.010763848982505826,1.4891359692492692,0.8751846355066035,0.1614381388790976,0.32846964907835874,0.29527238604177575,20712,22411,20712 → 22411
frozenset({'22411'}),frozenset({'20712'}),0.05692029489497844,0.0347475309500626,0.01274168869105578,0.2238514173998045,6.4422251388598655,1.0,0.010763848982505826,1.2436439242293276,0.8957611172464414,0.1614381388790976,0.19591132114468449,0.29527238604177575,22411,20712,22411 → 20712
frozenset({'20712'}),frozenset({'85099B'}),0.0347475309500626,0.10307414104882459,0.020336625399916538,0.5852682145716572,5.678128467686429,1.0,0.016755053493671387,2.16266486067571,0.8535441861726808,0.1730996921619702,0.5376075053591259,0.39128457962051144,20712,85099B,20712 → 85099B
frozenset({'85099C'}),frozenset({'20712'}),0.048240367227709,0.0347475309500626,0.01015440255946585,0.21049596309111882,6.057868209215585,1.0,0.008478168906178647,1.2226061222297966,0.8772440010683098,0.1394194041252865,0.18207509203684188,0.25136487506037125,85099C,20712,85099C → 20712
frozenset({'20712'}),frozenset({'85099C'}),0.0347475309500626,0.048240367227709,0.01015440255946585,0.29223378702962366,6.057868209215584,1.0,0.008478168906178647,1.344737309199764,0.8649813961421473,0.1394194041252865,0.2563603365812114,0.25136487506037125,20712,85099C,20712 → 85099C
frozenset({'20713'}),frozenset({'21931'}),0.031798581165669776,0.05959104186952288,0.015245513979691195,0.47944006999125105,8.045505749689784,1.0,0.013350603398056346,1.8065335111649334,0.9044677984359486,0.20021921812203142,0.4464536673027696,0.3676378687958123,20713,21931,20713 → 21931
frozenset({'21931'}),frozenset({'20713'}),0.05959104186952288,0.031798581165669776,0.015245513979691195,0.25583566760037346,8.045505749689784,1.0,0.013350603398056346,1.301058619286785,0.9311980688450103,0.20021921812203142,0.23139512303590093,0.3676378687958123,21931,20713,21931 → 20713
frozenset({'20713'}),frozenset({'22386'}),0.031798581165669776,0.05911809709278064,0.011545416608707748,0.363079615048119,6.141598476661005,1.0,0.009665544999943017,1.4772362843721867,0.864671259026105,0.1454609183315808,0.3230602236222542,0.27918686634758894,20713,22386,20713 → 22386
frozenset({'20713'}),frozenset({'22411'}),0.031798581165669776,0.05692029489497844,0.010599527055223257,0.3333333333333333,5.856142065819484,1.0,0.008789542438031426,1.4146195576575322,0.8564737658755243,0.13568376068376067,0.2930961581954236,0.25977517106549364,20713,22411,20713 → 22411
frozenset({'20713'}),frozenset({'85099B'}),0.031798581165669776,0.10307414104882459,0.018250104326053694,0.573928258967629,5.568111003668401,1.0,0.01497249288583095,2.105105250064052,0.8473504203571144,0.15648854961832062,0.5249643693731831,0.3754931443286188,20713,85099B,20713 → 85099B
frozenset({'20713'}),frozenset({'85099C'}),0.031798581165669776,0.048240367227709,0.011100292112950341,0.34908136482939633,7.236291614067273,1.0,0.00956631688019832,1.4621791132509794,0.8901119674653561,0.1610169491525424,0.31608925955957595,0.289592585528885,20713,85099C,20713 → 85099C
frozenset({'85099C'}),frozenset({'20713'}),0.048240367227709,0.031798581165669776,0.011100292112950341,0.23010380622837373,7.236291614067273,1.0,0.00956631688019832,1.2575739777218942,0.9054887811443489,0.1610169491525424,0.2048181516832048,0.289592585528885,85099C,20713,85099C → 20713
frozenset({'20713'}),frozenset({'85099F'}),0.031798581165669776,0.04701627486437613,0.010126582278481013,0.3184601924759405,6.773403324584426,1.0,0.008631531446098708,1.3982803566495738,0.8803578612066628,0.14742810854597005,0.28483583764553144,0.26692240393027794,20713,85099F,20713 → 85099F
frozenset({'85099F'}),frozenset({'20713'}),0.04701627486437613,0.031798581165669776,0.010126582278481013,0.2153846153846154,6.773403324584427,1.0,0.008631531446098708,1.2339822004751266,0.8944158308484683,0.14742810854597005,0.18961553933681974,0.26692240393027794,85099F,20713,85099F → 20713
frozenset({'20718'}),frozenset({'85099B'}),0.029878981777715957,0.10307414104882459,0.012713868410070942,0.42551210428305397,4.128213924009278,1.0,0.009634118027919388,1.5612615437821107,0.781103055230698,0.10573808422026841,0.3594923259446146,0.2744294664465202,20718,85099B,20718 → 85099B
frozenset({'20719'}),frozenset({'20723'}),0.03766866045347058,0.03352343858672972,0.015551537070524412,0.4128508124076809,12.31528834190381,1.0,0.014288754045168117,1.6460493888724124,0.9547648268400339,0.2795,0.3924848143924608,0.43837561367272015,20719,20723,20719 → 20723
frozenset({'20723'}),frozenset({'20719'}),0.03352343858672972,0.03766866045347058,0.015551537070524412,0.46390041493775935,12.31528834190381,1.0,0.014288754045168117,1.7950607804234797,0.9506698366500752,0.2795,0.4429157993390697,0.43837561367272015,20723,20719,20723 → 20719
frozenset({'20719'}),frozenset({'20724'}),0.03766866045347058,0.05004868549172346,0.021338155515370705,0.5664697193500738,11.31837357534097,1.0,0.019452888575440436,2.1911994545897895,0.9473328424162605,0.3214585079631182,0.54362894810632,0.49640884522256334,20719,20724,20719 → 20724
frozenset({'20724'}),frozenset({'20719'}),0.05004868549172346,0.03766866045347058,0.021338155515370705,0.42634797109505285,11.31837357534097,1.0,0.019452888575440436,1.6775524029498126,0.9596787428108964,0.3214585079631182,0.40389343531588207,0.49640884522256334,20724,20719,20724 → 20719
frozenset({'20719'}),frozenset({'20725'}),0.03766866045347058,0.0798442064264849,0.011712338294616776,0.3109305760709011,3.894215873473359,1.0,0.008704713993560704,1.3353600691302676,0.7723004164511921,0.11070207730738892,0.25113830859768826,0.2288102357706422,20719,20725,20719 → 20725
frozenset({'20726'}),frozenset({'20719'}),0.04965920155793573,0.03766866045347058,0.011295034079844207,0.2274509803921569,6.038201986850871,1.0,0.009424438477967869,1.2456573176871322,0.8779879673746266,0.1485547017929016,0.19721099390581595,0.2636516349523561,20726,20719,20726 → 20719
frozenset({'20719'}),frozenset({'20726'}),0.03766866045347058,0.04965920155793573,0.011295034079844207,0.2998522895125554,6.03820198685087,1.0,0.009424438477967869,1.3573432922896151,0.86704833527557,0.1485547017929016,0.2632667021817565,0.2636516349523561,20719,20726,20719 → 20726
frozenset({'20719'}),frozenset({'20727'}),0.03766866045347058,0.06123243844762832,0.01029350396439004,0.27326440177252587,4.4627391738816184,1.0,0.007986960031768292,1.2917594292092593,0.8062944040279185,0.1161695447409733,0.2258620472295354,0.22068490420293718,20719,20727,20719 → 20727
frozenset({'20719'}),frozenset({'21212'}),0.03766866045347058,0.07959382389762136,0.010543886493253583,0.2799113737075333,3.5167474057732555,1.0,0.007545693766660751,1.2781845768642264,0.7436589763729017,0.09880083420229407,0.21764037987901352,0.20619126881811478,20719,21212,20719 → 21212
frozenset({'20719'}),frozenset({'22355'}),0.03766866045347058,0.041952983725135624,0.018806509945750453,0.49926144756277696,11.900499159578262,1.0,0.01722619724679834,1.9132679351565878,0.9518238403497574,0.3092406221408966,0.4773340515330609,0.47376865481587127,20719,22355,20719 → 22355
frozenset({'22355'}),frozenset({'20719'}),0.041952983725135624,0.03766866045347058,0.018806509945750453,0.4482758620689655,11.900499159578262,1.0,0.01722619724679834,1.7442255529280846,0.9560803339878172,0.3092406221408966,0.426679652570581,0.47376865481587127,22355,20719,22355 → 20719
frozenset({'22356'}),frozenset({'20719'}),0.03777994157740993,0.03766866045347058,0.01691473083878147,0.4477172312223859,11.885669037140813,1.0,0.01549161104755006,1.7424612788055824,0.9518249555278604,0.2889733840304182,0.4260991551643104,0.448378556526998,22356,20719,22356 → 20719
frozenset({'20719'}),frozenset({'22356'}),0.03766866045347058,0.03777994157740993,0.01691473083878147,0.44903988183161003,11.885669037140813,1.0,0.01549161104755006,1.746442304429205,0.9517148893308117,0.2889733840304182,0.4274073655546079,0.448378556526998,20719,22356,20719 → 22356
frozenset({'20719'}),frozenset({'85099B'}),0.03766866045347058,0.10307414104882459,0.010516066212268744,0.2791728212703102,2.7084661432014303,1.0,0.006633401391567436,1.2443008330121839,0.6554783265488362,0.08075197607348857,0.19633582694048696,0.19059855638414294,20719,85099B,20719 → 85099B
frozenset({'20723'}),frozenset({'20724'}),0.03352343858672972,0.05004868549172346,0.021032132424537487,0.6273858921161826,12.535511891115165,1.0,0.019354328390109143,2.549423906419762,0.9521458346659843,0.3362989323843416,0.6077545215286178,0.523809677575601,20723,20724,20723 → 20724
frozenset({'20724'}),frozenset({'20723'}),0.05004868549172346,0.03352343858672972,0.021032132424537487,0.42023346303501946,12.535511891115167,1.0,0.019354328390109143,1.6670099079410101,0.9687092571983922,0.3362989323843416,0.40012354141605566,0.523809677575601,20724,20723,20724 → 20723
frozenset({'20723'}),frozenset({'20725'}),0.03352343858672972,0.0798442064264849,0.012630407567116428,0.3767634854771785,4.718732921769052,1.0,0.009953755216471991,1.4764150882238158,0.8154141907537173,0.12537972935653136,0.3226837032646162,0.2674758193936415,20723,20725,20723 → 20725
frozenset({'20723'}),frozenset({'20727'}),0.03352343858672972,0.06123243844762832,0.01043260536931423,0.3112033195020747,5.082327723535699,1.0,0.008379883479499453,1.3629095321332625,0.8311011322203031,0.12372154404486968,0.2662755843854337,0.2407902104098288,20723,20727,20723 → 20727
frozenset({'20723'}),frozenset({'20728'}),0.03352343858672972,0.054722492697176245,0.010210043121435527,0.3045643153526971,5.565614801907828,1.0,0.008375556998188973,1.3592594227922468,0.8487793323387908,0.1308377896613191,0.26430526562342394,0.24557143068092407,20723,20728,20723 → 20728
frozenset({'20723'}),frozenset({'22355'}),0.03352343858672972,0.041952983725135624,0.01691473083878147,0.5045643153526971,12.026899413363857,1.0,0.015508322565341815,1.9337464901360326,0.9486552358876464,0.2888361045130641,0.48286913248403457,0.45387366961268805,20723,22355,20723 → 22355
frozenset({'22355'}),frozenset({'20723'}),0.041952983725135624,0.03352343858672972,0.01691473083878147,0.403183023872679,12.026899413363857,1.0,0.015508322565341815,1.619385171790235,0.9570021457948382,0.2888361045130641,0.38248168661783094,0.45387366961268805,22355,20723,22355 → 20723
frozenset({'22356'}),frozenset({'20723'}),0.03777994157740993,0.03352343858672972,0.016719988871887605,0.4425625920471281,13.20158702998674,1.0,0.015453475320607066,1.7337849014520754,0.9605407030918246,0.3063200815494394,0.4232271839704669,0.4706588893845599,22356,20723,22356 → 20723
frozenset({'20723'}),frozenset({'22356'}),0.03352343858672972,0.03777994157740993,0.016719988871887605,0.4987551867219917,13.20158702998674,1.0,0.015453475320607066,1.9196608781444058,0.9563103424823528,0.3063200815494394,0.4790746577246362,0.4706588893845599,20723,22356,20723 → 22356
frozenset({'20723'}),frozenset({'22383'}),0.03352343858672972,0.06320767839755181,0.01043260536931423,0.3112033195020747,4.923504982175209,1.0,0.008313666644344138,1.3600418644951207,0.8245338706582229,0.12088974854932302,0.2647285160069514,0.23812806820174157,20723,22383,20723 → 22383
frozenset({'20723'}),frozenset({'85099B'}),0.03352343858672972,0.10307414104882459,0.010655167617192934,0.3178423236514523,3.083628157530757,1.0,0.007199767979862746,1.3148365693870636,0.6991444088198644,0.08460349017009058,0.2394492035872039,0.2106080714073726,20723,85099B,20723 → 85099B
frozenset({'20725'}),frozenset({'20724'}),0.0798442064264849,0.05004868549172346,0.01774933926832661,0.22229965156794426,4.441668135413984,1.0,0.013753241692551222,1.2214875773471119,0.8420958351992834,0.15827338129496407,0.1813260989752755,0.28847055952493933,20725,20724,20725 → 20724
frozenset({'20724'}),frozenset({'20725'}),0.05004868549172346,0.0798442064264849,0.01774933926832661,0.3546414674819344,4.441668135413984,1.0,0.013753241692551222,1.4258055750549128,0.815683235202258,0.15827338129496407,0.29864210275549913,0.28847055952493933,20724,20725,20724 → 20725
frozenset({'20726'}),frozenset({'20724'}),0.04965920155793573,0.05004868549172346,0.011072471831965502,0.22296918767507,4.455045831562197,1.0,0.008587094071422273,1.2225400839201683,0.8160603221023147,0.12492153170119272,0.18203090994495377,0.22210160328722928,20726,20724,20726 → 20724
frozenset({'20724'}),frozenset({'20726'}),0.05004868549172346,0.04965920155793573,0.011072471831965502,0.22123401889938854,4.455045831562197,1.0,0.008587094071422273,1.2203162715183966,0.8163949101802576,0.12492153170119272,0.1805403047230246,0.22210160328722928,20724,20726,20724 → 20726
frozenset({'20727'}),frozenset({'20724'}),0.06123243844762832,0.05004868549172346,0.013604117401585757,0.22217174011812812,4.439112394967268,1.0,0.010539514347829092,1.2212867074957456,0.8252625809535724,0.13927655938479067,0.18119144844333496,0.24699470830253267,20727,20724,20727 → 20724
frozenset({'20724'}),frozenset({'20727'}),0.05004868549172346,0.06123243844762832,0.013604117401585757,0.2718176764869372,4.439112394967268,1.0,0.010539514347829092,1.2891930101013105,0.815546785324704,0.13927655938479067,0.22432095724641296,0.24699470830253267,20724,20727,20724 → 20727
frozenset({'20724'}),frozenset({'20728'}),0.05004868549172346,0.054722492697176245,0.012491306162192238,0.24958310172317955,4.560886930065932,1.0,0.00975251733586813,1.2596698041761334,0.8218783301418762,0.13536328007235454,0.20614116756253129,0.23892474862468077,20724,20728,20724 → 20728
frozenset({'20728'}),frozenset({'20724'}),0.054722492697176245,0.05004868549172346,0.012491306162192238,0.22826639552618197,4.560886930065932,1.0,0.00975251733586813,1.230931644030158,0.8259420054454205,0.13536328007235454,0.18760720398256345,0.23892474862468077,20728,20724,20728 → 20724
frozenset({'20724'}),frozenset({'21212'}),0.05004868549172346,0.07959382389762136,0.014077062178328001,0.2812673707615342,3.5337838664884123,1.0,0.010093495918992328,1.2805960640434486,0.7547936447743925,0.1218103033220992,0.21911363928253375,0.2290643040455696,20724,21212,20724 → 21212
frozenset({'20724'}),frozenset({'21931'}),0.05004868549172346,0.05959104186952288,0.011628877451662262,0.2323513062812674,3.89909790115787,1.0,0.008646424139010386,1.225051206138109,0.7827037122045861,0.11864887879648028,0.1837075911688358,0.21374801541887833,20724,21931,20724 → 21931
frozenset({'20724'}),frozenset({'22355'}),0.05004868549172346,0.041952983725135624,0.0219223814160523,0.43802112284602557,10.440762109217765,1.0,0.019822689728153597,1.7047740675355894,0.9518609399291963,0.3128225486304088,0.41341200629266167,0.4802837709720844,20724,22355,20724 → 22355
frozenset({'22355'}),frozenset({'20724'}),0.041952983725135624,0.05004868549172346,0.0219223814160523,0.5225464190981433,10.440762109217765,1.0,0.019822689728153597,1.989620253164557,0.9438175118280437,0.3128225486304088,0.4973915256393943,0.4802837709720844,22355,20724,22355 → 20724
frozenset({'22356'}),frozenset({'20724'}),0.03777994157740993,0.05004868549172346,0.025038252886354154,0.662739322533137,13.241892689523965,1.0,0.023147416472450676,2.8166678714022706,0.9607803188738222,0.3987594151528579,0.6449705660532306,0.5815086273588421,22356,20724,22356 → 20724
frozenset({'20724'}),frozenset({'22356'}),0.05004868549172346,0.03777994157740993,0.025038252886354154,0.5002779321845471,13.241892689523967,1.0,0.023147416472450676,1.9255104394908118,0.9731889207780967,0.3987594151528579,0.48065719120980555,0.5815086273588421,20724,22356,20724 → 22356
frozenset({'20724'}),frozenset({'22382'}),0.05004868549172346,0.0574767005146752,0.01151759632772291,0.23012784880489162,4.003845849608823,1.0,0.00864096302056195,1.224259505974079,0.78976693148574,0.11996522747029846,0.18317971384314266,0.21525753524465296,20724,22382,20724 → 22382
frozenset({'22382'}),frozenset({'20724'}),0.0574767005146752,0.05004868549172346,0.01151759632772291,0.2003872216844143,4.003845849608823,1.0,0.00864096302056195,1.1880141741973966,0.7959910753715304,0.11996522747029846,0.1582592011786526,0.21525753524465296,22382,20724,22382 → 20724
frozenset({'20724'}),frozenset({'22383'}),0.05004868549172346,0.06320767839755181,0.013604117401585757,0.2718176764869372,4.300390132624542,1.0,0.010440656184804682,1.286480447757866,0.8078971485011374,0.13651591289782244,0.22268542693917853,0.24352327486318692,20724,22383,20724 → 22383
frozenset({'22383'}),frozenset({'20724'}),0.06320767839755181,0.05004868549172346,0.013604117401585757,0.21522887323943662,4.300390132624542,1.0,0.010440656184804682,1.2104819890986003,0.8192455686371821,0.13651591289782244,0.17388279296525358,0.24352327486318692,22383,20724,22383 → 20724
frozenset({'22384'}),frozenset({'20724'}),0.055807483655584925,0.05004868549172346,0.012185283071359021,0.21834496510468593,4.3626513455741724,1.0,0.009392191873796153,1.2153076128211753,0.8163394411219377,0.1300861300861301,0.17716305777215297,0.23090677938391607,22384,20724,22384 → 20724
frozenset({'20724'}),frozenset({'22384'}),0.05004868549172346,0.055807483655584925,0.012185283071359021,0.24346859366314622,4.3626513455741724,1.0,0.009392191873796153,1.2480546193266735,0.8113906253217783,0.1300861300861301,0.19875301568171694,0.23090677938391607,20724,22384,20724 → 22384
frozenset({'20724'}),frozenset({'22386'}),0.05004868549172346,0.05911809709278064,0.010237863402420364,0.20455808782657034,3.4601602197299157,1.0,0.007279080354154615,1.1828417493571544,0.748455242704601,0.10348706411698537,0.15457836980857692,0.18886727920740282,20724,22386,20724 → 22386
frozenset({'20724'}),frozenset({'85099B'}),0.05004868549172346,0.10307414104882459,0.017693698706356936,0.3535297387437466,3.429858693426173,1.0,0.012534973438674771,1.387420137792919,0.7457674812597185,0.13064913722267874,0.27923779339776583,0.26259482888604335,20724,85099B,20724 → 85099B
frozenset({'20724'}),frozenset({'85123A'}),0.05004868549172346,0.14129920712199193,0.01015440255946585,0.2028904947192885,1.43589266246994,1.0,0.0030825629819873843,1.0772682889731773,0.31956281206647685,0.05604176262858898,0.07172613337279936,0.13737751749155996,20724,85123A,20724 → 85123A
frozenset({'20726'}),frozenset({'20725'}),0.04965920155793573,0.0798442064264849,0.02626234524968702,0.5288515406162465,6.623543075766893,1.0,0.02229734570952078,1.9530060541364143,0.8933883544040011,0.2543788736189706,0.4879688171564922,0.4288857006217121,20726,20725,20726 → 20725
frozenset({'20725'}),frozenset({'20726'}),0.0798442064264849,0.04965920155793573,0.02626234524968702,0.3289198606271777,6.623543075766893,1.0,0.02229734570952078,1.4161360807521934,0.9226952739664603,0.2543788736189706,0.29385317301650765,0.4288857006217121,20725,20726,20725 → 20726
frozenset({'20727'}),frozenset({'20725'}),0.06123243844762832,0.0798442064264849,0.030824871331200446,0.5034075420263516,6.304872508061746,1.0,0.02593581587579098,1.8529395257596584,0.8962735239039153,0.2795861720918496,0.46031697953551654,0.44473512989819325,20727,20725,20727 → 20725
frozenset({'20725'}),frozenset({'20727'}),0.0798442064264849,0.06123243844762832,0.030824871331200446,0.38606271777003487,6.304872508061746,1.0,0.02593581587579098,1.5290935877725917,0.9144022310087293,0.2795861720918496,0.3460177925036719,0.44473512989819325,20725,20727,20725 → 20727
frozenset({'20725'}),frozenset({'20728'}),0.0798442064264849,0.054722492697176245,0.027430797051050216,0.34355400696864113,6.278113259017695,1.0,0.023061523047965063,1.4399928057107771,0.9136675359799092,0.25603739288496496,0.30555208607003964,0.4224124889952509,20725,20728,20725 → 20728
