antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'85014A'}),frozenset({'85014B'}),0.0178884406732508,0.02292391153150647,0.01098901098901099,0.614307931570762,26.79769247610563,1.0,0.010578937957580787,2.5333061487308117,0.9802179243260145,0.3684701492537314,0.6052589220213274,0.5468384318047985
frozenset({'85150'}),frozenset({'21181'}),0.02804284323271665,0.046682431492558074,0.01137849492279872,0.40575396825396826,8.691791650112568,1.0,0.01006938681473088,1.6042472605267137,0.9104814093240694,0.17962231005709267,0.3766546936962351,0.3247482594547553
frozenset({'21929'}),frozenset({'85099B'}),0.04092363332869662,0.10307414104882459,0.02208930310196133,0.539768864717879,5.2367049506839844,1.0,0.017871134748008874,1.948859584220353,0.8435618402741802,0.18119580100410773,0.4868793995745707,0.3770369289851203
frozenset({'21929'}),frozenset({'22411'}),0.04092363332869662,0.05692029489497844,0.017026011962720824,0.416043507817811,7.309229662028943,1.0,0.014696626685477443,1.6149828244580755,0.9000187125961365,0.210671256454389,0.3807983683445298,0.3575818712109583
"frozenset({'21931', '21929'})",frozenset({'85099B'}),0.015941021004312144,0.10307414104882459,0.01057170677423842,0.6631762652705061,6.433973240255963,1.0,0.008928599726777675,2.662893871393904,0.8582565305891666,0.09748589020010262,0.624468698981028,0.3828701839173043
"frozenset({'85099B', '21929'})",frozenset({'21931'}),0.02208930310196133,0.05959104186952288,0.01057170677423842,0.47858942065491183,8.031230964258079,1.0,0.00925538218822086,1.803586262694683,0.8952617953520825,0.1486697965571205,0.44554911473658565,0.3279968578531329
"frozenset({'85099B', '21929'})",frozenset({'22386'}),0.02208930310196133,0.05911809709278064,0.011601057170677423,0.5251889168765743,8.883724996295747,1.0,0.010295179605183813,1.9815921244252843,0.9074802119557235,0.16666666666666666,0.49535528140533597,0.3607121054971107
"frozenset({'22386', '21929'})",frozenset({'85099B'}),0.01596884128529698,0.10307414104882459,0.011601057170677423,0.7264808362369337,7.048138639281129,1.0,0.009955082571650429,3.279206643553978,0.8720441022997948,0.10797514241325738,0.6950481904012588,0.41951572176219154
"frozenset({'22411', '21929'})",frozenset({'85099B'}),0.017026011962720824,0.10307414104882459,0.010822089303101962,0.6356209150326798,6.166638000229332,1.0,0.0090671477445575,2.461518500798742,0.852349191536972,0.09903258655804481,0.593746705671516,0.37030708369717663
"frozenset({'85099B', '21929'})",frozenset({'22411'}),0.02208930310196133,0.05692029489497844,0.010822089303101962,0.4899244332493703,8.607201247873222,1.0,0.00956475965651376,1.8489019403787337,0.9037821330361797,0.1587107303141575,0.4591384333799998,0.3400257552366108
frozenset({'20728'}),frozenset({'20725'}),0.054722492697176245,0.0798442064264849,0.027430797051050216,0.5012709710218607,6.278113259017695,1.0,0.023061523047965063,1.8450014739644283,0.8893858894736446,0.25603739288496496,0.4579950129517999,0.4224124889952509
frozenset({'20728'}),frozenset({'20727'}),0.054722492697176245,0.06123243844762832,0.023229934622339684,0.42450432130147425,6.932670526661286,1.0,0.01987914295655905,1.631233033192151,0.9052954659284644,0.2505250525052505,0.3869668038519883,0.4019386667843128
frozenset({'20728'}),frozenset({'22383'}),0.054722492697176245,0.06320767839755181,0.025038252886354154,0.45754956786985257,7.238828880757857,1.0,0.02157937116683866,1.7269639143317859,0.9117493018358285,0.2695417789757413,0.4209491051311689,0.42683816421661647
frozenset({'20728'}),frozenset({'22384'}),0.054722492697176245,0.055807483655584925,0.024175824175824177,0.44178952719877984,7.916313337567368,1.0,0.02112189955903365,1.6914632783692753,0.924256174424377,0.27996134020618557,0.4087959148814091,0.4374949630011845
frozenset({'22384'}),frozenset({'20728'}),0.055807483655584925,0.054722492697176245,0.024175824175824177,0.43320039880358924,7.916313337567368,1.0,0.02112189955903365,1.6677455405887993,0.925318256123972,0.27996134020618557,0.40038814335731987,0.4374949630011845
"frozenset({'20725', '20727'})",frozenset({'20728'}),0.030824871331200446,0.054722492697176245,0.014466546112115732,0.4693140794223826,8.576255508305817,1.0,0.012779732315802718,1.7812372076386545,0.9114957350827259,0.2035225048923679,0.43859245938070346,0.3668380259847043
"frozenset({'20725', '20728'})",frozenset({'20727'}),0.027430797051050216,0.06123243844762832,0.014466546112115732,0.5273833671399594,8.612810146227096,1.0,0.012786891520117916,1.9863193469756186,0.9088236329590488,0.19497562804649418,0.4965562805786463,0.3818198071501705
"frozenset({'20728', '20727'})",frozenset({'20725'}),0.023229934622339684,0.0798442064264849,0.014466546112115732,0.6227544910179641,7.799620271651819,1.0,0.012611770416855893,2.439143135345667,0.8925218543916921,0.16326530612244897,0.5900199600798404,0.4019695800037556
"frozenset({'20728', '20727'})",frozenset({'22384'}),0.023229934622339684,0.055807483655584925,0.013798859368479622,0.5940119760479042,10.643948394337944,1.0,0.012502455171723093,2.325665932588751,0.9275979410332503,0.21151385927505328,0.5700156303674804,0.4206351006859661
"frozenset({'20727', '22384'})",frozenset({'20728'}),0.025399916539157047,0.054722492697176245,0.013798859368479622,0.5432639649507119,9.927617295451622,1.0,0.012408912621156714,2.0696363649100196,0.9227075913082233,0.20805369127516776,0.5168233333378462,0.3977123078439376
"frozenset({'20728', '22384'})",frozenset({'20727'}),0.024175824175824177,0.06123243844762832,0.013798859368479622,0.570771001150748,9.321382842509603,1.0,0.012318514702712783,2.1871019061367583,0.9148367117117117,0.1926961926961927,0.5427739342213027,0.39806155691340217
"frozenset({'22383', '20727'})",frozenset({'20728'}),0.02629016553067186,0.054722492697176245,0.013576297120600917,0.5164021164021163,9.436743301511983,1.0,0.012137633729341173,1.954676683591178,0.9181700819672132,0.20132013201320131,0.48840644164088737,0.3822478299346626
"frozenset({'22383', '20728'})",frozenset({'20727'}),0.025038252886354154,0.06123243844762832,0.013576297120600917,0.5422222222222222,8.855146650512392,1.0,0.012043143841901085,2.050705838342559,0.9098524379661748,0.18675851511672406,0.5123630209156524,0.3819698117017517
"frozenset({'20728', '20727'})",frozenset({'22383'}),0.023229934622339684,0.06320767839755181,0.013576297120600917,0.5844311377245509,9.246204773551488,1.0,0.012107986883795916,2.254240889158629,0.9130577902703914,0.18633066055746467,0.5563916860840727,0.3996099350594585
"frozenset({'20725', '20728'})",frozenset({'22383'}),0.027430797051050216,0.06320767839755181,0.015273334260676032,0.5567951318458417,8.808979319629746,1.0,0.013539497262484738,2.113677869794082,0.9114821520562392,0.20265780730897012,0.5268910110236326,0.39921622789475186
"frozenset({'20725', '22383'})",frozenset({'20728'}),0.030713590207261093,0.054722492697176245,0.015273334260676032,0.49728260869565216,9.08735300943834,1.0,0.013592610044855123,1.8803357983104816,0.9181568477437626,0.2176843774781919,0.46818009799179516,0.3881939225481311
"frozenset({'22383', '20728'})",frozenset({'20725'}),0.025038252886354154,0.0798442064264849,0.015273334260676032,0.61,7.639878048780488,1.0,0.01327417482865944,2.3593738296756794,0.8914276492285095,0.17044396150263894,0.5761587301587301,0.4006445993031359
"frozenset({'20725', '20728'})",frozenset({'22384'}),0.027430797051050216,0.055807483655584925,0.015273334260676032,0.5567951318458417,9.977069299201785,1.0,0.01374249050258988,2.130374876694721,0.9251477049018807,0.2247237003683995,0.5305990457644238,0.41523704747825485
"frozenset({'20725', '22384'})",frozenset({'20728'}),0.030518848240367227,0.054722492697176245,0.015273334260676032,0.5004557885141294,9.145339765195923,1.0,0.013603266810716306,1.8922799735605795,0.918692116562211,0.21829025844930416,0.4715369744581901,0.3897805124573697
"frozenset({'20728', '22384'})",frozenset({'20725'}),0.024175824175824177,0.0798442064264849,0.015273334260676032,0.6317606444188723,7.912416851441242,1.0,0.013343034764651122,2.4987980769230766,0.8952600141124731,0.17210031347962385,0.5998075998075998,0.41152492151257203
"frozenset({'22383', '20728'})",frozenset({'22384'}),0.025038252886354154,0.055807483655584925,0.013103352343858673,0.5233333333333333,9.377475905616484,1.0,0.011706030455139061,1.9808234608624091,0.9163041512595725,0.19342915811088296,0.4951594527436479,0.3790644732469259
"frozenset({'22383', '22384'})",frozenset({'20728'}),0.024314925580748367,0.054722492697176245,0.013103352343858673,0.5389016018306636,9.847899378649315,1.0,0.011772779006333787,2.05005593395203,0.920845798946765,0.19873417721518988,0.5122084312732711,0.3891762711746099
"frozenset({'20728', '22384'})",frozenset({'22383'}),0.024175824175824177,0.06320767839755181,0.013103352343858673,0.5420023014959724,8.574943982074265,1.0,0.01157525462435742,2.0454083604837376,0.9052667316998527,0.1764044943820225,0.5111000720836495,0.3746543197620707
"frozenset({'22383', '22382'})",frozenset({'20728'}),0.027180414522186676,0.054722492697176245,0.014077062178328001,0.5179119754350051,9.464334497717976,1.0,0.012589682143131418,1.9607985661037342,0.9193278801262,0.2075471698113208,0.49000370701663604,0.38757825512980554
"frozenset({'22383', '20728'})",frozenset({'22382'}),0.025038252886354154,0.0574767005146752,0.014077062178328001,0.5622222222222222,9.781741421964075,1.0,0.012637946015768321,2.152972003900488,0.9208245525092809,0.20569105691056913,0.5355257763740894,0.4035699688071421
"frozenset({'22382', '20728'})",frozenset({'22383'}),0.021811100292112952,0.06320767839755181,0.014077062178328001,0.645408163265306,10.210913921026156,1.0,0.012698433165567378,2.6418891371810043,0.9221793190060898,0.19843137254901963,0.6214829812779208,0.43405971543546995
"frozenset({'20725', '22382'})",frozenset({'20728'}),0.02642926693559605,0.054722492697176245,0.013019891500904159,0.4926315789473684,9.00235999250796,1.0,0.011573616134029283,1.8630988214474742,0.9130492390243783,0.1910984075132707,0.4632598182725045,0.36527867711984585
"frozenset({'20725', '20728'})",frozenset({'22382'}),0.027430797051050216,0.0574767005146752,0.013019891500904159,0.47464503042596345,8.258042409806997,1.0,0.01144325979392211,1.7940694465106761,0.9036949999792186,0.18111455108359134,0.442607975992835,0.35058485790417243
"frozenset({'22382', '20728'})",frozenset({'20725'}),0.021811100292112952,0.0798442064264849,0.013019891500904159,0.596938775510204,7.476294176207068,1.0,0.011278401506791927,2.2829181713975815,0.8855589076572552,0.14689265536723164,0.5619641507396609,0.38000248880039816
"frozenset({'22382', '20728'})",frozenset({'22384'}),0.021811100292112952,0.055807483655584925,0.0124634858812074,0.5714285714285714,10.239282153539381,1.0,0.011246263258144984,2.2031158714703016,0.9224566991837548,0.19128949615713062,0.5460974100592239,0.39737929069933053
"frozenset({'22382', '22384'})",frozenset({'20728'}),0.022562247878703576,0.054722492697176245,0.0124634858812074,0.5524044389642416,10.094650512745126,1.0,0.011228823436433163,2.111900987390055,0.9217340218876301,0.19227467811158797,0.5264929530451958,0.3900812230408397
"frozenset({'20728', '22384'})",frozenset({'22382'}),0.024175824175824177,0.0574767005146752,0.0124634858812074,0.5155350978135788,8.969462289888233,1.0,0.01107393927535811,1.9454934614079504,0.9105232464607464,0.18013671089666264,0.4859915903925467,0.366189620542801
"frozenset({'22382', '20727'})",frozenset({'20728'}),0.023675059118097093,0.054722492697176245,0.012101822228404507,0.5111633372502937,9.341009739431524,1.0,0.010806263978709223,1.9337287469103437,0.9145983627551357,0.18254301300881243,0.48286438747018096,0.3661561475270279
"frozenset({'20728', '20727'})",frozenset({'22382'}),0.023229934622339684,0.0574767005146752,0.012101822228404507,0.5209580838323353,9.063813322049029,1.0,0.010766642233140805,1.9675173876756153,0.9108296748805889,0.17639902676399025,0.49174527947558355,0.36575493736631287
"frozenset({'22382', '20728'})",frozenset({'20727'}),0.021811100292112952,0.06123243844762832,0.012101822228404507,0.5548469387755102,9.061323586681377,1.0,0.010766275372292652,2.1088646654930066,0.9094775526829457,0.17058823529411765,0.5258112024148208,0.3762421881519532
frozenset({'20726'}),frozenset({'20725'}),0.04965920155793573,0.0798442064264849,0.02626234524968702,0.5288515406162465,6.623543075766893,1.0,0.02229734570952078,1.9530060541364143,0.8933883544040011,0.2543788736189706,0.4879688171564922,0.4288857006217121
frozenset({'20726'}),frozenset({'20728'}),0.04965920155793573,0.054722492697176245,0.021505077201279733,0.4330532212885154,7.913623812514329,1.0,0.01878760190667799,1.6673125993434195,0.9192866837740971,0.2594830480026854,0.400232445677076,0.41301873062392214
frozenset({'20726'}),frozenset({'20727'}),0.04965920155793573,0.06123243844762832,0.021226874391431352,0.42745098039215684,6.980793044159962,1.0,0.018186120388676685,1.6396282753140738,0.9015184882796553,0.2367359602854483,0.39010566293848026,0.3870557946031661
frozenset({'20726'}),frozenset({'22382'}),0.04965920155793573,0.0574767005146752,0.022005842259006817,0.4431372549019608,7.709858967788471,1.0,0.01915159520326345,1.6925594462588578,0.9157724710368695,0.2584967320261438,0.4091788018374504,0.4130013476833134
frozenset({'20726'}),frozenset({'22383'}),0.04965920155793573,0.06320767839755181,0.021365975796355543,0.43025210084033616,6.806959403479702,1.0,0.018227132954802338,1.644222511367129,0.8976690573770493,0.23350562480997264,0.3918098109674185,0.38414013492721033
"frozenset({'20725', '20728'})",frozenset({'20726'}),0.027430797051050216,0.04965920155793573,0.013882320211434136,0.5060851926977687,10.191166527462913,1.0,0.012520128731781204,1.9240986186116538,0.9273127335365259,0.21963028169014084,0.4802761197752136,0.39281850671303004
"frozenset({'20725', '20726'})",frozenset({'20728'}),0.02626234524968702,0.054722492697176245,0.013882320211434136,0.5286016949152543,9.659678659750288,1.0,0.012445179215297416,2.0052628469525073,0.920655459085366,0.2068822553897181,0.5013122586299611,0.39114375543932517
"frozenset({'20728', '20726'})",frozenset({'20725'}),0.021505077201279733,0.0798442064264849,0.013882320211434136,0.6455368693402329,8.084955668444136,1.0,0.012165264388157663,2.5959139723807563,0.8955728470474441,0.15871501272264635,0.614779222023724,0.4097022325795241
"frozenset({'22382', '20728'})",frozenset({'20726'}),0.021811100292112952,0.04965920155793573,0.011767978856586451,0.5395408163265306,10.864870948379352,1.0,0.010684857030980063,2.0638980221013252,0.9282054323163095,0.19711090400745573,0.5154799368517898,0.3882578031212485
"frozenset({'22382', '20726'})",frozenset({'20728'}),0.022005842259006817,0.054722492697176245,0.011767978856586451,0.5347661188369153,9.77232747411943,1.0,0.010563764314272738,2.031832902925363,0.9178687062974918,0.18115631691648823,0.5078335435161846,0.37490720786787296
"frozenset({'20728', '20726'})",frozenset({'22382'}),0.021505077201279733,0.0574767005146752,0.011767978856586451,0.5472186287192755,9.520703586308983,1.0,0.010531937974743527,2.08163003000616,0.9146350430804215,0.17508278145695363,0.5196072377966988,0.3759810471766755
"frozenset({'20725', '20727'})",frozenset({'20726'}),0.030824871331200446,0.04965920155793573,0.013771039087494785,0.44675090252707583,8.996336801868763,1.0,0.012240300589061268,1.7177448689621653,0.917113553075318,0.20642201834862392,0.4178413697697816,0.3620309134484119
"frozenset({'20725', '20726'})",frozenset({'20727'}),0.02626234524968702,0.06123243844762832,0.013771039087494785,0.5243644067796611,8.563506861288014,1.0,0.01216293164850296,1.9737117552459666,0.9070465807759029,0.18679245283018872,0.4933404042702383,0.3746310902594353
"frozenset({'20727', '20726'})",frozenset({'20725'}),0.021226874391431352,0.0798442064264849,0.013771039087494785,0.6487549148099607,8.12525972572963,1.0,0.012076196146796274,2.6196972779723584,0.8959451257501396,0.15774378585086044,0.6182765053014071,0.4106143912028898
"frozenset({'20728', '20727'})",frozenset({'20726'}),0.023229934622339684,0.04965920155793573,0.012352204757268049,0.5317365269461078,10.707713983797113,1.0,0.011198624751679613,2.0295001705859943,0.9281707298298013,0.20404411764705885,0.5072678413664474,0.3902380113722136
"frozenset({'20727', '20726'})",frozenset({'20728'}),0.021226874391431352,0.054722492697176245,0.012352204757268049,0.581913499344692,10.633899712224176,1.0,0.01119061727839907,2.2609615613544034,0.9256089057621091,0.1942257217847769,0.5577103047249679,0.40381897641357634
"frozenset({'20728', '20726'})",frozenset({'20727'}),0.021505077201279733,0.06123243844762832,0.012352204757268049,0.574385510996119,9.380412172992047,1.0,0.011035396441229193,2.2056757601215295,0.9130296494037539,0.17549407114624507,0.5466242055700421,0.38805599947806857
"frozenset({'22383', '20727'})",frozenset({'20726'}),0.02629016553067186,0.04965920155793573,0.01207400194741967,0.45925925925925926,9.248220769789398,1.0,0.010768453318340542,1.7574795587627217,0.9159516129032259,0.18902439024390244,0.4310033394049787,0.35119825708061003
"frozenset({'22383', '20726'})",frozenset({'20727'}),0.021365975796355543,0.06123243844762832,0.01207400194741967,0.5651041666666667,9.228836561032864,1.0,0.010765711149595812,2.1586032553060526,0.9111107501248787,0.17120315581854043,0.5367374724642406,0.381143632629108
"frozenset({'20727', '20726'})",frozenset({'22383'}),0.021226874391431352,0.06320767839755181,0.01207400194741967,0.5688073394495413,8.999022806564156,1.0,0.010732300497500848,2.172560916056742,0.9081540963946007,0.1668589004229143,0.5397137117724516,0.37991423310505235
"frozenset({'22382', '20727'})",frozenset({'20726'}),0.023675059118097093,0.04965920155793573,0.011879259980525803,0.5017626321974148,10.104122024838137,1.0,0.010703575447884174,1.9074057063070677,0.9228797225624481,0.19330013580805794,0.47572768777330426,0.3704891592359623
"frozenset({'22382', '20726'})",frozenset({'20727'}),0.022005842259006817,0.06123243844762832,0.011879259980525803,0.5398230088495575,8.815964585687116,1.0,0.010531788598912949,2.0400141241426537,0.9065181118768286,0.16647173489278752,0.5098073154663746,0.36691286744158924
"frozenset({'20727', '20726'})",frozenset({'22382'}),0.021226874391431352,0.0574767005146752,0.011879259980525803,0.5596330275229358,9.736693695213905,1.0,0.010659209278266874,2.1403133259145917,0.9167555875722588,0.1777685262281432,0.5327786881050777,0.38315630078954144
"frozenset({'20725', '22382'})",frozenset({'20726'}),0.02642926693559605,0.04965920155793573,0.01382667964946446,0.5231578947368422,10.53496388028896,1.0,0.012514223355681208,1.9929884294038878,0.929647897385743,0.22207327971403043,0.49824094046591894,0.4007946336429309
"frozenset({'20725', '20726'})",frozenset({'22382'}),0.02626234524968702,0.0574767005146752,0.01382667964946446,0.5264830508474576,9.159938655717262,1.0,0.012317206696735196,1.9904742611054733,0.9148552064939566,0.19777158774373257,0.49760716853247927,0.3835222611449292
"frozenset({'22382', '20726'})",frozenset({'20725'}),0.022005842259006817,0.0798442064264849,0.01382667964946446,0.6283185840707964,7.869307144398878,1.0,0.012069640637547655,2.4756572541382664,0.8925656688037424,0.15707964601769914,0.5960668633235005,0.4007446578890568
"frozenset({'20725', '22383'})",frozenset({'20726'}),0.030713590207261093,0.04965920155793573,0.01477256920294895,0.48097826086956524,9.685581841432226,1.0,0.01324735683627873,1.8310231090402076,0.9251690123510241,0.2251908396946565,0.4538572478617249,0.38922862623310195
"frozenset({'20725', '20726'})",frozenset({'22383'}),0.02626234524968702,0.06320767839755181,0.01477256920294895,0.5625,8.89923525528169,1.0,0.01311258733044126,2.141239592234167,0.911570780517382,0.19776536312849166,0.5329808006414635,0.3981073943661972
"frozenset({'22383', '20726'})",frozenset({'20725'}),0.021365975796355543,0.0798442064264849,0.01477256920294895,0.69140625,8.659441692073171,1.0,0.013066619820961458,2.981770672845821,0.9038303308418171,0.17090440939813326,0.6646288029100529,0.4382118358013937
"frozenset({'22383', '22382'})",frozenset({'20726'}),0.027180414522186676,0.04965920155793573,0.012519126443177077,0.46059365404298874,9.275091817689205,1.0,0.011169368759991565,1.7618272487246618,0.9171118355830092,0.19463667820069203,0.4324074617849892,0.3563472471895616
"frozenset({'22383', '20726'})",frozenset({'22382'}),0.021365975796355543,0.0574767005146752,0.012519126443177077,0.5859375,10.194348227250726,1.0,0.01129108065112615,2.2762826855494636,0.9215972557826609,0.18875838926174499,0.5606872527967177,0.40187484874152957
"frozenset({'22382', '20726'})",frozenset({'22383'}),0.022005842259006817,0.06320767839755181,0.012519126443177077,0.5689001264222503,9.000490776517513,1.0,0.011128188242802518,2.1730285231306055,0.9088959688481791,0.17221584385763491,0.539812759310064,0.3834817533519702
"frozenset({'22383', '20728'})",frozenset({'20726'}),0.025038252886354154,0.04965920155793573,0.01204618166643483,0.48111111111111104,9.68825708061002,1.0,0.010802802019692803,1.8314919027791388,0.919812764650662,0.19227353463587923,0.4539970400728596,0.361844070961718
"frozenset({'22383', '20726'})",frozenset({'20728'}),0.021365975796355543,0.054722492697176245,0.01204618166643483,0.5638020833333334,10.302931309311981,1.0,0.01087698221195072,2.1670839570405036,0.9226536392237711,0.18809730668983488,0.5385504116021151,0.39196713215980344
"frozenset({'20728', '20726'})",frozenset({'22383'}),0.021505077201279733,0.06320767839755181,0.01204618166643483,0.5601552393272962,8.862139118670626,1.0,0.010686895662781817,2.1298248958785067,0.9066581804915678,0.16577335375191424,0.5304778332081983,0.3753681126213946
"frozenset({'20725', '22384'})",frozenset({'20726'}),0.030518848240367227,0.04965920155793573,0.01424398386423703,0.46672743846855064,9.398609398180422,1.0,0.012728442228152581,1.7820920613520423,0.9217314636959081,0.21603375527426164,0.4388617615852474,0.37678108618105405
"frozenset({'20725', '20726'})",frozenset({'22384'}),0.02626234524968702,0.055807483655584925,0.01424398386423703,0.5423728813559322,9.718640688105175,1.0,0.012778348460957793,2.0632354986785364,0.9213004628439189,0.21000820344544707,0.5153243531140865,0.3988035892323031
"frozenset({'20726', '22384'})",frozenset({'20725'}),0.01978021978021978,0.0798442064264849,0.01424398386423703,0.720112517580872,9.018970189701898,1.0,0.012664647912943921,3.287591805179745,0.9070645319506727,0.16682958618442492,0.6958259847148736,0.449254865062213
"frozenset({'20727', '22384'})",frozenset({'20726'}),0.025399916539157047,0.04965920155793573,0.01204618166643483,0.4742606790799561,9.550308184610097,1.0,0.010784842091462086,1.8076273937033431,0.9186243181423834,0.19116997792494478,0.4467886448925358,0.3584188549461405
"frozenset({'20726', '22384'})",frozenset({'20727'}),0.01978021978021978,0.06123243844762832,0.01204618166643483,0.6090014064697609,9.945731738098843,1.0,0.010834990576261963,2.4009486915961733,0.9176047804968983,0.17466720451795076,0.5834979716558664,0.4028650830622316
"frozenset({'20727', '20726'})",frozenset({'22384'}),0.021226874391431352,0.055807483655584925,0.01204618166643483,0.5674967234600262,10.16882837725356,1.0,0.010861563220775871,2.183087545366026,0.9212147640583056,0.18535958904109587,0.5419331661148131,0.3916745830660051
"frozenset({'20728', '22384'})",frozenset({'20726'}),0.024175824175824177,0.04965920155793573,0.011740158575601614,0.4856156501726122,9.778966131907309,1.0,0.010539606450025146,1.847530545517123,0.9199809999573033,0.18906810035842295,0.45873695976154993,0.3610151079994714
"frozenset({'20726', '22384'})",frozenset({'20728'}),0.01978021978021978,0.054722492697176245,0.011740158575601614,0.5935302390998594,10.846184262554369,1.0,0.010657735643129995,2.3255789193505456,0.9261205449174336,0.18705673758865246,0.5699995421874284,0.4040350737949729
"frozenset({'20728', '20726'})",frozenset({'22384'}),0.021505077201279733,0.055807483655584925,0.011740158575601614,0.5459249676584734,9.7822896124047,1.0,0.010540014331179104,2.0793755416929707,0.9175054693980509,0.17904115400933385,0.5190863891830587,0.3781469304892566
"frozenset({'22382', '22384'})",frozenset({'20726'}),0.022562247878703576,0.04965920155793573,0.011601057170677423,0.5141800246609124,10.354174222093276,1.0,0.010480633955668775,1.9561583440013048,0.9242742994651925,0.1913721890775585,0.48879393988397235,0.3738967350195318
"frozenset({'22382', '20726'})",frozenset({'22384'}),0.022005842259006817,0.055807483655584925,0.011601057170677423,0.5271807838179519,9.4464173850131,1.0,0.01037296648848052,1.9969419262792303,0.9142587960694766,0.17521008403361343,0.4992343108028015,0.3675285773526449
"frozenset({'20726', '22384'})",frozenset({'22382'}),0.01978021978021978,0.0574767005146752,0.011601057170677423,0.5864978902953586,10.20409809616005,1.0,0.010464155402255277,2.2793675712043053,0.9202019550279059,0.1766949152542373,0.5612818166612552,0.39416859664816334
"frozenset({'22383', '22384'})",frozenset({'20726'}),0.024314925580748367,0.04965920155793573,0.011795799137571289,0.48512585812356973,9.769103064566787,1.0,0.010588339347290698,1.8457730174185871,0.9200063429280656,0.18970917225950784,0.4582215740706005,0.361330436064586
"frozenset({'22383', '20726'})",frozenset({'22384'}),0.021365975796355543,0.055807483655584925,0.011795799137571289,0.5520833333333333,9.892639788966433,1.0,0.010603417792530554,2.107964687652647,0.9185402554520777,0.18042553191489358,0.5256087514855082,0.3817246178132269
"frozenset({'20726', '22384'})",frozenset({'22383'}),0.01978021978021978,0.06320767839755181,0.011795799137571289,0.5963431786216596,9.434663536776213,1.0,0.010545537367070264,2.3207642531684343,0.9120483966494627,0.16568972254787023,0.5691074616326302,0.3914814484657594
